idrisk,date,time,temperature,pressure,wind,humidity,weather,idname
456440,2017-06-13,20:56:03,16,1013,18,93,Precipitation,Zone 1
230692,2017-06-12,02:27:29,8.6,1022,0,99,Fog,Zone 5
284010,2017-06-14,15:02:44,8.6,1022,0,99,Fog,Zone 9
281689,2017-06-14,12:24:29,8.6,1022,0,99,Fog,Zone 1
295933,2017-06-15,04:35:44,8.6,1022,0,99,Fog,Zone 9
163665,2017-06-16,05:27:36,16,1013,18,93,Rain,Zone 9
73028,2017-06-11,22:27:36,8.6,1022,0,99,Fog,Zone 3
273207,2017-06-14,02:46:14,8.6,1022,0,99,Fog,Zone 2
71862,2017-06-11,21:08:06,8.6,1022,0,99,Fog,Zone 4
176130,2017-06-16,19:37:21,16,1013,18,93,Rain,Zone 9
328994,2017-06-16,18:10:14,8.6,1022,0,99,Fog,Zone 5
167808,2017-06-16,10:10:21,16,1013,18,93,Rain,Zone 6
134286,2017-06-14,20:04:21,16,1013,18,93,Rain,Zone 2
206998,2017-06-18,06:41:51,8.6,1022,0,99,Fog,Zone 2
172032,2017-06-16,14:58:21,16,1013,18,93,Rain,Zone 6
529884,2017-06-17,08:23:48,16,1013,18,93,Precipitation,Zone 9
278455,2017-06-14,08:43:59,8.6,1022,0,99,Fog,Zone 4
180411,2017-06-17,00:29:06,8.6,1022,0,99,Fog,Zone 5
233376,2017-06-12,05:30:29,8.6,1022,0,99,Fog,Zone 9
295097,2017-06-15,03:38:44,8.6,1022,0,99,Fog,Zone 6
254573,2017-06-13,05:35:44,8.6,1022,0,99,Fog,Zone 4
331887,2017-06-16,21:27:29,16,1013,18,93,Drizzle,Zone 8
202543,2017-06-18,01:38:06,8.6,1022,0,99,Fog,Zone 5
285055,2017-06-14,16:13:59,8.6,1022,0,99,Fog,Zone 6
71213,2017-06-11,20:23:51,8.6,1022,0,99,Fog,Zone 7
278400,2017-06-14,08:40:14,8.6,1022,0,99,Fog,Zone 4
174997,2017-06-16,18:20:06,16,1013,18,93,Rain,Zone 9
275320,2017-06-14,05:10:14,8.6,1022,0,99,Fog,Zone 5
227013,2017-06-11,22:16:59,8.6,1022,0,99,Fog,Zone 5
252659,2017-06-13,03:25:14,8.6,1022,0,99,Fog,Zone 5
372183,2017-06-12,20:09:50,16,1013,18,93,Drizzle,Zone 6
200485,2017-06-17,23:17:51,8.6,1022,0,99,Fog,Zone 2
274418,2017-06-14,04:08:44,8.6,1022,0,99,Fog,Zone 5
312652,2017-06-15,23:35:44,8.6,1022,0,99,Fog,Zone 4
220178,2017-06-18,21:41:06,8.6,1022,0,99,Fog,Zone 6
113746,2017-06-13,20:44:06,16,1013,18,93,Rain,Zone 2
155029,2017-06-15,19:38:51,16,1013,18,93,Rain,Zone 5
542470,2017-06-17,22:41:48,16,1013,18,93,Precipitation,Zone 5
372876,2017-06-12,20:57:05,16,1013,18,93,Drizzle,Zone 6
228690,2017-06-12,00:10:59,8.6,1022,0,99,Fog,Zone 8
478099,2017-06-14,21:32:48,16,1013,18,93,Precipitation,Zone 2
517383,2017-06-16,18:11:03,16,1013,18,93,Precipitation,Zone 7
278015,2017-06-14,08:13:59,8.6,1022,0,99,Fog,Zone 4
498386,2017-06-15,20:35:48,16,1013,18,93,Precipitation,Zone 5
517867,2017-06-16,18:44:03,16,1013,18,93,Precipitation,Zone 8
60366,2017-06-16,00:41:18,16,1012,20,98,Overcast,Zone 5
437318,2017-06-15,22:11:20,16,1013,18,93,Drizzle,Zone 5
227446,2017-06-11,22:46:14,8.6,1022,0,99,Fog,Zone 5
281249,2017-06-14,11:54:29,8.6,1022,0,99,Fog,Zone 6
543090,2017-06-17,23:23:48,16,1013,18,93,Precipitation,Zone 5
539537,2017-06-17,19:21:33,16,1013,18,93,Precipitation,Zone 4
202389,2017-06-18,01:27:36,8.6,1022,0,99,Fog,Zone 5
370874,2017-06-12,18:40:35,16,1013,18,93,Drizzle,Zone 6
279533,2017-06-14,09:57:29,8.6,1022,0,99,Fog,Zone 7
454548,2017-06-13,18:47:03,16,1013,18,93,Precipitation,Zone 2
162521,2017-06-16,04:09:36,16,1013,18,93,Rain,Zone 5
267420,2017-06-13,20:11:44,8.6,1022,0,99,Fog,Zone 6
279973,2017-06-14,10:27:29,8.6,1022,0,99,Fog,Zone 4
172736,2017-06-16,15:46:21,16,1013,18,93,Rain,Zone 3
276673,2017-06-14,06:42:29,8.6,1022,0,99,Fog,Zone 5
137201,2017-06-14,23:23:06,16,1013,18,93,Rain,Zone 4
246278,2017-06-12,20:10:14,8.6,1022,0,99,Fog,Zone 2
218041,2017-06-18,19:14:51,8.6,1022,0,99,Fog,Zone 8
302193,2017-06-15,11:42:29,8.6,1022,0,99,Fog,Zone 9
249457,2017-06-12,23:46:59,8.6,1022,0,99,Fog,Zone 8
287849,2017-06-14,19:24:29,8.6,1022,0,99,Fog,Zone 3
540875,2017-06-17,20:53:03,16,1013,18,93,Precipitation,Zone 5
532469,2017-06-17,11:20:03,16,1013,18,93,Precipitation,Zone 4
373805,2017-06-12,22:00:50,16,1013,18,93,Drizzle,Zone 5
175822,2017-06-16,19:16:21,16,1013,18,93,Rain,Zone 9
204908,2017-06-18,04:19:21,8.6,1022,0,99,Fog,Zone 7
476075,2017-06-14,19:14:48,16,1013,18,93,Precipitation,Zone 7
245640,2017-06-12,19:26:44,8.6,1022,0,99,Fog,Zone 2
72973,2017-06-11,22:23:51,8.6,1022,0,99,Fog,Zone 3
270540,2017-06-13,23:44:44,8.6,1022,0,99,Fog,Zone 9
217537,2017-06-18,18:40:21,8.6,1022,0,99,Fog,Zone 5
218371,2017-06-18,19:37:21,8.6,1022,0,99,Fog,Zone 8
207746,2017-06-18,07:32:51,8.6,1022,0,99,Fog,Zone 2
269686,2017-06-13,22:46:14,8.6,1022,0,99,Fog,Zone 3
541726,2017-06-17,21:50:48,16,1013,18,93,Precipitation,Zone 5
207471,2017-06-18,07:14:06,8.6,1022,0,99,Fog,Zone 2
288198,2017-06-14,19:48:29,8.6,1022,0,99,Fog,Zone 3
288993,2017-06-14,20:42:29,8.6,1022,0,99,Fog,Zone 5
228106,2017-06-11,23:31:14,8.6,1022,0,99,Fog,Zone 5
278631,2017-06-14,08:55:59,8.6,1022,0,99,Fog,Zone 7
116279,2017-06-13,23:36:36,16,1013,18,93,Rain,Zone 1
539999,2017-06-17,19:53:03,16,1013,18,93,Precipitation,Zone 4
300169,2017-06-15,09:24:29,8.6,1022,0,99,Fog,Zone 5
538356,2017-06-17,18:01:18,16,1013,18,93,Precipitation,Zone 4
530559,2017-06-17,09:09:33,16,1013,18,93,Precipitation,Zone 8
135210,2017-06-14,21:07:21,16,1013,18,93,Rain,Zone 5
112734,2017-06-13,19:35:06,16,1013,18,93,Rain,Zone 2
267636,2017-06-13,20:26:44,8.6,1022,0,99,Fog,Zone 6
225917,2017-06-11,21:01:59,8.6,1022,0,99,Fog,Zone 5
134759,2017-06-14,20:36:36,16,1013,18,93,Rain,Zone 2
289574,2017-06-14,21:22:14,8.6,1022,0,99,Fog,Zone 6
288078,2017-06-14,19:40:14,8.6,1022,0,99,Fog,Zone 3
136868,2017-06-14,23:00:36,16,1013,18,93,Rain,Zone 8
530324,2017-06-17,08:53:48,16,1013,18,93,Precipitation,Zone 9
221385,2017-06-18,23:02:51,8.6,1022,0,99,Fog,Zone 6
157419,2017-06-15,22:21:36,16,1013,18,93,Rain,Zone 4
133648,2017-06-14,19:20:51,16,1013,18,93,Rain,Zone 6
268146,2017-06-13,21:01:14,8.6,1022,0,99,Fog,Zone 6
248412,2017-06-12,22:35:44,8.6,1022,0,99,Fog,Zone 2
373415,2017-06-12,21:33:50,16,1013,18,93,Drizzle,Zone 6
232474,2017-06-12,04:28:59,8.6,1022,0,99,Fog,Zone 6
73699,2017-06-11,23:13:21,8.6,1022,0,99,Fog,Zone 2
114684,2017-06-13,21:47:51,16,1013,18,93,Rain,Zone 5
303370,2017-06-15,13:02:44,8.6,1022,0,99,Fog,Zone 9
370923,2017-06-12,18:44:20,16,1013,18,93,Drizzle,Zone 6
182677,2017-06-17,03:03:36,8.6,1022,0,99,Fog,Zone 2
221058,2017-06-18,22:41:06,8.6,1022,0,99,Fog,Zone 3
544041,2017-06-18,00:29:03,16,1013,18,93,Precipitation,Zone 5
155593,2017-06-15,20:17:06,16,1013,18,93,Rain,Zone 5
136475,2017-06-14,22:33:36,16,1013,18,93,Rain,Zone 8
370639,2017-06-12,18:24:50,16,1013,18,93,Drizzle,Zone 5
206448,2017-06-18,06:04:21,8.6,1022,0,99,Fog,Zone 2
72001,2017-06-11,21:17:51,8.6,1022,0,99,Fog,Zone 7
330655,2017-06-16,20:03:29,16,1013,18,93,Drizzle,Zone 5
530119,2017-06-17,08:39:33,16,1013,18,93,Precipitation,Zone 9
287066,2017-06-14,18:31:14,8.6,1022,0,99,Fog,Zone 3
268164,2017-06-13,21:02:44,8.6,1022,0,99,Fog,Zone 6
541137,2017-06-17,21:11:03,16,1013,18,93,Precipitation,Zone 5
289001,2017-06-14,20:43:14,8.6,1022,0,99,Fog,Zone 5
530753,2017-06-17,09:23:03,16,1013,18,93,Precipitation,Zone 5
179530,2017-06-16,23:29:06,8.6,1022,0,99,Fog,Zone 4
287065,2017-06-14,18:31:14,8.6,1022,0,99,Fog,Zone 3
201861,2017-06-18,00:51:36,8.6,1022,0,99,Fog,Zone 5
254243,2017-06-13,05:13:14,8.6,1022,0,99,Fog,Zone 4
178320,2017-06-16,22:06:36,8.6,1022,0,99,Fog,Zone 5
332987,2017-06-16,22:42:29,16,1013,18,93,Drizzle,Zone 8
157273,2017-06-15,22:11:51,16,1013,18,93,Rain,Zone 5
228636,2017-06-12,00:07:14,8.6,1022,0,99,Fog,Zone 8
417547,2017-06-14,23:42:50,16,1013,18,93,Drizzle,Zone 3
272987,2017-06-14,02:31:14,8.6,1022,0,99,Fog,Zone 5
60443,2017-06-16,00:46:33,16,1012,20,98,Overcast,Zone 5
221806,2017-06-18,23:32:06,8.6,1022,0,99,Fog,Zone 6
222838,2017-06-19,00:41:51,8.6,1022,0,99,Fog,Zone 5
269246,2017-06-13,22:16:14,8.6,1022,0,99,Fog,Zone 6
157793,2017-06-15,22:47:06,16,1013,18,93,Rain,Zone 8
286265,2017-06-14,17:36:29,8.6,1022,0,99,Fog,Zone 6
303326,2017-06-15,12:59:44,8.6,1022,0,99,Fog,Zone 9
244452,2017-06-12,18:05:44,8.6,1022,0,99,Fog,Zone 2
272129,2017-06-14,01:32:44,8.6,1022,0,99,Fog,Zone 9
229449,2017-06-12,01:02:44,8.6,1022,0,99,Fog,Zone 8
72346,2017-06-11,21:41:06,8.6,1022,0,99,Fog,Zone 6
221682,2017-06-18,23:23:06,8.6,1022,0,99,Fog,Zone 6
312817,2017-06-15,23:46:59,8.6,1022,0,99,Fog,Zone 8
61202,2017-06-16,01:38:18,16,1012,20,98,Overcast,Zone 9
314057,2017-06-16,01:11:44,8.6,1022,0,99,Fog,Zone 8
216959,2017-06-18,18:01:21,8.6,1022,0,99,Fog,Zone 2
543526,2017-06-17,23:53:48,16,1013,18,93,Precipitation,Zone 4
269480,2017-06-13,22:32:44,8.6,1022,0,99,Fog,Zone 6
172296,2017-06-16,15:16:21,16,1013,18,93,Rain,Zone 6
374861,2017-06-12,23:12:50,16,1013,18,93,Drizzle,Zone 8
350719,2017-06-17,18:51:29,16,1013,18,93,Drizzle,Zone 5
203423,2017-06-18,02:38:06,8.6,1022,0,99,Fog,Zone 5
416535,2017-06-14,22:33:50,16,1013,18,93,Drizzle,Zone 5
312439,2017-06-15,23:21:29,8.6,1022,0,99,Fog,Zone 5
164575,2017-06-16,06:29:51,16,1013,18,93,Rain,Zone 8
160970,2017-06-16,02:23:51,16,1013,18,93,Rain,Zone 5
249028,2017-06-12,23:17:44,8.6,1022,0,99,Fog,Zone 2
275958,2017-06-14,05:53:44,8.6,1022,0,99,Fog,Zone 5
71620,2017-06-11,20:51:36,8.6,1022,0,99,Fog,Zone 4
72247,2017-06-11,21:34:21,8.6,1022,0,99,Fog,Zone 9
535637,2017-06-17,14:56:03,16,1013,18,93,Precipitation,Zone 3
114860,2017-06-13,21:59:51,16,1013,18,93,Rain,Zone 5
228205,2017-06-11,23:37:59,8.6,1022,0,99,Fog,Zone 5
285825,2017-06-14,17:06:29,8.6,1022,0,99,Fog,Zone 6
248859,2017-06-12,23:06:29,8.6,1022,0,99,Fog,Zone 2
155395,2017-06-15,20:03:36,16,1013,18,93,Rain,Zone 5
70329,2017-06-11,19:23:51,8.6,1022,0,99,Fog,Zone 4
265770,2017-06-13,18:19:14,8.6,1022,0,99,Fog,Zone 2
290717,2017-06-14,22:40:14,8.6,1022,0,99,Fog,Zone 3
313683,2017-06-16,00:46:14,8.6,1022,0,99,Fog,Zone 8
269092,2017-06-13,22:05:44,8.6,1022,0,99,Fog,Zone 6
70982,2017-06-11,20:08:06,8.6,1022,0,99,Fog,Zone 4
206283,2017-06-18,05:53:06,8.6,1022,0,99,Fog,Zone 2
161143,2017-06-16,02:35:51,16,1013,18,93,Rain,Zone 6
217003,2017-06-18,18:04:21,8.6,1022,0,99,Fog,Zone 2
233024,2017-06-12,05:06:29,8.6,1022,0,99,Fog,Zone 6
538734,2017-06-17,18:26:48,16,1013,18,93,Precipitation,Zone 4
161058,2017-06-16,02:29:51,16,1013,18,93,Rain,Zone 5
70432,2017-06-11,19:30:36,8.6,1022,0,99,Fog,Zone 4
227226,2017-06-11,22:31:14,8.6,1022,0,99,Fog,Zone 2
499464,2017-06-15,21:49:18,16,1013,18,93,Precipitation,Zone 2
231858,2017-06-12,03:46:59,8.6,1022,0,99,Fog,Zone 5
541990,2017-06-17,22:08:48,16,1013,18,93,Precipitation,Zone 5
180752,2017-06-17,00:52:21,8.6,1022,0,99,Fog,Zone 5
134495,2017-06-14,20:18:36,16,1013,18,93,Rain,Zone 2
278081,2017-06-14,08:18:29,8.6,1022,0,99,Fog,Zone 4
301291,2017-06-15,10:40:59,8.6,1022,0,99,Fog,Zone 5
227666,2017-06-11,23:01:14,8.6,1022,0,99,Fog,Zone 5
163885,2017-06-16,05:42:36,16,1013,18,93,Rain,Zone 9
226159,2017-06-11,21:18:29,8.6,1022,0,99,Fog,Zone 8
225302,2017-06-19,03:29:51,8.6,1022,0,99,Fog,Zone 2
233134,2017-06-12,05:13:59,8.6,1022,0,99,Fog,Zone 6
372590,2017-06-12,20:37:35,16,1013,18,93,Drizzle,Zone 6
290156,2017-06-14,22:01:59,8.6,1022,0,99,Fog,Zone 2
70520,2017-06-11,19:36:36,8.6,1022,0,99,Fog,Zone 2
73116,2017-06-11,22:33:36,8.6,1022,0,99,Fog,Zone 3
531457,2017-06-17,10:11:03,16,1013,18,93,Precipitation,Zone 5
271777,2017-06-14,01:08:44,8.6,1022,0,99,Fog,Zone 9
313280,2017-06-16,00:18:29,8.6,1022,0,99,Fog,Zone 5
253165,2017-06-13,03:59:44,8.6,1022,0,99,Fog,Zone 7
332371,2017-06-16,22:00:29,16,1013,18,93,Drizzle,Zone 9
543273,2017-06-17,23:36:33,16,1013,18,93,Precipitation,Zone 5
267002,2017-06-13,19:43:14,8.6,1022,0,99,Fog,Zone 6
434238,2017-06-15,18:41:20,16,1013,18,93,Drizzle,Zone 5
164336,2017-06-16,06:13:21,16,1013,18,93,Rain,Zone 8
179970,2017-06-16,23:59:06,8.6,1022,0,99,Fog,Zone 5
276123,2017-06-14,06:04:59,8.6,1022,0,99,Fog,Zone 5
300268,2017-06-15,09:31:14,8.6,1022,0,99,Fog,Zone 5
499563,2017-06-15,21:56:03,16,1013,18,93,Precipitation,Zone 2
530588,2017-06-17,09:11:48,16,1013,18,93,Precipitation,Zone 8
372469,2017-06-12,20:29:20,16,1013,18,93,Drizzle,Zone 6
330230,2017-06-16,19:34:14,8.6,1022,0,99,Fog,Zone 2
202620,2017-06-18,01:43:21,8.6,1022,0,99,Fog,Zone 5
228921,2017-06-12,00:26:44,8.6,1022,0,99,Fog,Zone 8
299707,2017-06-15,08:52:59,8.6,1022,0,99,Fog,Zone 8
246175,2017-06-12,20:03:29,8.6,1022,0,99,Fog,Zone 2
248126,2017-06-12,22:16:14,8.6,1022,0,99,Fog,Zone 2
282393,2017-06-14,13:12:29,8.6,1022,0,99,Fog,Zone 1
218657,2017-06-18,19:56:51,8.6,1022,0,99,Fog,Zone 8
269532,2017-06-13,22:35:44,8.6,1022,0,99,Fog,Zone 6
273318,2017-06-14,02:53:44,8.6,1022,0,99,Fog,Zone 5
300708,2017-06-15,10:01:14,8.6,1022,0,99,Fog,Zone 2
498474,2017-06-15,20:41:48,16,1013,18,93,Precipitation,Zone 2
268296,2017-06-13,21:11:44,8.6,1022,0,99,Fog,Zone 6
71983,2017-06-11,21:16:21,8.6,1022,0,99,Fog,Zone 7
295977,2017-06-15,04:38:44,8.6,1022,0,99,Fog,Zone 9
368195,2017-06-12,15:38:20,16,1013,18,93,Drizzle,Zone 5
160922,2017-06-16,02:20:51,16,1013,18,93,Rain,Zone 5
112910,2017-06-13,19:47:06,16,1013,18,93,Rain,Zone 2
538470,2017-06-17,18:08:48,16,1013,18,93,Precipitation,Zone 4
203016,2017-06-18,02:10:21,8.6,1022,0,99,Fog,Zone 5
304448,2017-06-15,14:16:14,8.6,1022,0,99,Fog,Zone 9
66972,2017-06-11,20:12:35,16,1013,18,93,Rain,Zone 2
531061,2017-06-17,09:44:03,16,1013,18,93,Precipitation,Zone 5
93671,2017-06-12,21:55:21,16,1013,18,93,Rain,Zone 6
290607,2017-06-14,22:32:44,8.6,1022,0,99,Fog,Zone 3
182050,2017-06-17,02:20:51,8.6,1022,0,99,Fog,Zone 2
329834,2017-06-16,19:07:14,8.6,1022,0,99,Fog,Zone 1
279412,2017-06-14,09:49:14,8.6,1022,0,99,Fog,Zone 7
254859,2017-06-13,05:55:14,8.6,1022,0,99,Fog,Zone 7
314178,2017-06-16,01:19:59,8.6,1022,0,99,Fog,Zone 8
61488,2017-06-16,01:57:48,16,1012,20,98,Overcast,Zone 8
457276,2017-06-13,21:53:03,16,1013,18,93,Precipitation,Zone 5
135265,2017-06-14,21:11:06,16,1013,18,93,Rain,Zone 5
283383,2017-06-14,14:19:59,8.6,1022,0,99,Fog,Zone 3
303161,2017-06-15,12:48:29,8.6,1022,0,99,Fog,Zone 9
277212,2017-06-14,07:19:14,8.6,1022,0,99,Fog,Zone 5
289988,2017-06-14,21:50:44,8.6,1022,0,99,Fog,Zone 3
281150,2017-06-14,11:47:44,8.6,1022,0,99,Fog,Zone 6
540362,2017-06-17,20:17:48,16,1013,18,93,Precipitation,Zone 5
228624,2017-06-12,00:06:29,8.6,1022,0,99,Fog,Zone 8
287593,2017-06-14,19:07:14,8.6,1022,0,99,Fog,Zone 3
207229,2017-06-18,06:57:36,8.6,1022,0,99,Fog,Zone 2
298816,2017-06-15,07:52:14,8.6,1022,0,99,Fog,Zone 5
135243,2017-06-14,21:09:36,16,1013,18,93,Rain,Zone 5
433710,2017-06-15,18:05:20,16,1013,18,93,Drizzle,Zone 8
304294,2017-06-15,14:05:44,8.6,1022,0,99,Fog,Zone 9
299091,2017-06-15,08:10:59,8.6,1022,0,99,Fog,Zone 8
93051,2017-06-12,21:13:21,16,1013,18,93,Rain,Zone 5
267592,2017-06-13,20:23:44,8.6,1022,0,99,Fog,Zone 6
60377,2017-06-16,00:42:03,16,1012,20,98,Overcast,Zone 5
202059,2017-06-18,01:05:06,8.6,1022,0,99,Fog,Zone 5
294635,2017-06-15,03:07:14,8.6,1022,0,99,Fog,Zone 5
313595,2017-06-16,00:40:14,8.6,1022,0,99,Fog,Zone 5
274329,2017-06-14,04:02:44,8.6,1022,0,99,Fog,Zone 5
274330,2017-06-14,04:02:44,8.6,1022,0,99,Fog,Zone 5
313863,2017-06-16,00:58:14,8.6,1022,0,99,Fog,Zone 8
273208,2017-06-14,02:46:14,8.6,1022,0,99,Fog,Zone 2
181082,2017-06-17,01:14:51,8.6,1022,0,99,Fog,Zone 5
302435,2017-06-15,11:58:59,8.6,1022,0,99,Fog,Zone 9
181852,2017-06-17,02:07:21,8.6,1022,0,99,Fog,Zone 2
299949,2017-06-15,09:09:29,8.6,1022,0,99,Fog,Zone 5
229735,2017-06-12,01:22:14,8.6,1022,0,99,Fog,Zone 8
314182,2017-06-16,01:19:59,8.6,1022,0,99,Fog,Zone 8
133128,2017-06-14,18:45:36,16,1013,18,93,Rain,Zone 9
173308,2017-06-16,16:25:21,16,1013,18,93,Rain,Zone 6
530929,2017-06-17,09:35:03,16,1013,18,93,Precipitation,Zone 5
281480,2017-06-14,12:10:14,8.6,1022,0,99,Fog,Zone 6
296989,2017-06-15,05:47:44,8.6,1022,0,99,Fog,Zone 9
542782,2017-06-17,23:02:48,16,1013,18,93,Precipitation,Zone 5
175756,2017-06-16,19:11:51,16,1013,18,93,Rain,Zone 9
282052,2017-06-14,12:49:14,8.6,1022,0,99,Fog,Zone 1
281348,2017-06-14,12:01:14,8.6,1022,0,99,Fog,Zone 6
69244,2017-06-11,18:09:36,8.6,1022,0,99,Fog,Zone 2
351599,2017-06-17,19:51:29,16,1013,18,93,Drizzle,Zone 2
288322,2017-06-14,19:56:44,8.6,1022,0,99,Fog,Zone 3
313441,2017-06-16,00:29:44,8.6,1022,0,99,Fog,Zone 5
286166,2017-06-14,17:29:44,8.6,1022,0,99,Fog,Zone 6
311959,2017-06-15,22:48:29,8.6,1022,0,99,Fog,Zone 4
373211,2017-06-12,21:20:20,16,1013,18,93,Drizzle,Zone 6
182248,2017-06-17,02:34:21,8.6,1022,0,99,Fog,Zone 2
298178,2017-06-15,07:08:44,8.6,1022,0,99,Fog,Zone 5
518307,2017-06-16,19:14:03,16,1013,18,93,Precipitation,Zone 8
281315,2017-06-14,11:58:59,8.6,1022,0,99,Fog,Zone 6
277894,2017-06-14,08:05:44,8.6,1022,0,99,Fog,Zone 4
300686,2017-06-15,09:59:44,8.6,1022,0,99,Fog,Zone 2
244562,2017-06-12,18:13:14,8.6,1022,0,99,Fog,Zone 2
223124,2017-06-19,01:01:21,8.6,1022,0,99,Fog,Zone 2
69420,2017-06-11,18:21:36,8.6,1022,0,99,Fog,Zone 2
286661,2017-06-14,18:03:29,8.6,1022,0,99,Fog,Zone 6
163621,2017-06-16,05:24:36,16,1013,18,93,Rain,Zone 9
278048,2017-06-14,08:16:14,8.6,1022,0,99,Fog,Zone 4
274000,2017-06-14,03:40:14,8.6,1022,0,99,Fog,Zone 4
287956,2017-06-14,19:31:59,8.6,1022,0,99,Fog,Zone 3
296703,2017-06-15,05:28:14,8.6,1022,0,99,Fog,Zone 9
182457,2017-06-17,02:48:36,8.6,1022,0,99,Fog,Zone 2
276134,2017-06-14,06:05:44,8.6,1022,0,99,Fog,Zone 5
287373,2017-06-14,18:52:14,8.6,1022,0,99,Fog,Zone 3
115993,2017-06-13,23:17:06,16,1013,18,93,Rain,Zone 4
437586,2017-06-15,22:29:20,16,1013,18,93,Drizzle,Zone 5
94155,2017-06-12,22:28:21,16,1013,18,93,Rain,Zone 9
300455,2017-06-15,09:43:59,8.6,1022,0,99,Fog,Zone 5
278268,2017-06-14,08:31:14,8.6,1022,0,99,Fog,Zone 4
70674,2017-06-11,19:47:06,8.6,1022,0,99,Fog,Zone 4
541205,2017-06-17,21:15:33,16,1013,18,93,Precipitation,Zone 5
538569,2017-06-17,18:15:33,16,1013,18,93,Precipitation,Zone 4
137575,2017-06-14,23:48:36,16,1013,18,93,Rain,Zone 5
298112,2017-06-15,07:04:14,8.6,1022,0,99,Fog,Zone 5
219746,2017-06-18,21:11:06,8.6,1022,0,99,Fog,Zone 9
162532,2017-06-16,04:10:21,16,1013,18,93,Rain,Zone 5
112338,2017-06-13,19:08:06,16,1013,18,93,Rain,Zone 2
370731,2017-06-12,18:30:50,16,1013,18,93,Drizzle,Zone 6
541000,2017-06-17,21:01:18,16,1013,18,93,Precipitation,Zone 2
163599,2017-06-16,05:23:06,16,1013,18,93,Rain,Zone 9
278686,2017-06-14,08:59:44,8.6,1022,0,99,Fog,Zone 7
478187,2017-06-14,21:38:48,16,1013,18,93,Precipitation,Zone 5
156726,2017-06-15,21:34:21,16,1013,18,93,Rain,Zone 4
160746,2017-06-16,02:08:51,16,1013,18,93,Rain,Zone 5
296197,2017-06-15,04:53:44,8.6,1022,0,99,Fog,Zone 9
71466,2017-06-11,20:41:06,8.6,1022,0,99,Fog,Zone 4
540754,2017-06-17,20:44:48,16,1013,18,93,Precipitation,Zone 2
115003,2017-06-13,22:09:36,16,1013,18,93,Rain,Zone 5
160915,2017-06-16,02:20:06,16,1013,18,93,Rain,Zone 5
275672,2017-06-14,05:34:14,8.6,1022,0,99,Fog,Zone 5
540699,2017-06-17,20:41:03,16,1013,18,93,Precipitation,Zone 5
168424,2017-06-16,10:52:21,16,1013,18,93,Rain,Zone 6
283955,2017-06-14,14:58:59,8.6,1022,0,99,Fog,Zone 6
266664,2017-06-13,19:20:44,8.6,1022,0,99,Fog,Zone 6
154867,2017-06-15,19:27:36,16,1013,18,93,Rain,Zone 5
313815,2017-06-16,00:55:14,8.6,1022,0,99,Fog,Zone 8
61323,2017-06-16,01:46:33,16,1012,20,98,Overcast,Zone 8
202279,2017-06-18,01:20:06,8.6,1022,0,99,Fog,Zone 5
225588,2017-06-19,03:49:21,8.6,1022,0,99,Fog,Zone 2
93583,2017-06-12,21:49:21,16,1013,18,93,Rain,Zone 6
517273,2017-06-16,18:03:33,16,1013,18,93,Precipitation,Zone 7
70377,2017-06-11,19:26:51,8.6,1022,0,99,Fog,Zone 1
205810,2017-06-18,05:20:51,8.6,1022,0,99,Fog,Zone 5
245596,2017-06-12,19:23:44,8.6,1022,0,99,Fog,Zone 2
217227,2017-06-18,18:19:21,8.6,1022,0,99,Fog,Zone 8
244694,2017-06-12,18:22:14,8.6,1022,0,99,Fog,Zone 1
288498,2017-06-14,20:08:44,8.6,1022,0,99,Fog,Zone 6
530328,2017-06-17,08:53:48,16,1013,18,93,Precipitation,Zone 9
227888,2017-06-11,23:16:14,8.6,1022,0,99,Fog,Zone 5
416931,2017-06-14,23:00:50,16,1013,18,93,Drizzle,Zone 5
135177,2017-06-14,21:05:06,16,1013,18,93,Rain,Zone 5
283834,2017-06-14,14:50:44,8.6,1022,0,99,Fog,Zone 6
217229,2017-06-18,18:19:21,8.6,1022,0,99,Fog,Zone 8
203456,2017-06-18,02:40:21,8.6,1022,0,99,Fog,Zone 5
265528,2017-06-13,18:02:44,8.6,1022,0,99,Fog,Zone 2
299663,2017-06-15,08:49:59,8.6,1022,0,99,Fog,Zone 8
542833,2017-06-17,23:06:33,16,1013,18,93,Precipitation,Zone 5
181027,2017-06-17,01:11:06,8.6,1022,0,99,Fog,Zone 2
289716,2017-06-14,21:31:59,8.6,1022,0,99,Fog,Zone 6
224796,2017-06-19,02:55:21,8.6,1022,0,99,Fog,Zone 2
184393,2017-06-17,05:00:36,8.6,1022,0,99,Fog,Zone 2
232914,2017-06-12,04:58:59,8.6,1022,0,99,Fog,Zone 6
517435,2017-06-16,18:14:48,16,1013,18,93,Precipitation,Zone 7
154581,2017-06-15,19:08:06,16,1013,18,93,Rain,Zone 5
250701,2017-06-13,01:11:44,8.6,1022,0,99,Fog,Zone 5
290016,2017-06-14,21:52:14,8.6,1022,0,99,Fog,Zone 3
290256,2017-06-14,22:08:44,8.6,1022,0,99,Fog,Zone 2
184140,2017-06-17,04:43:21,8.6,1022,0,99,Fog,Zone 2
180653,2017-06-17,00:45:36,8.6,1022,0,99,Fog,Zone 5
499299,2017-06-15,21:38:03,16,1013,18,93,Precipitation,Zone 2
248243,2017-06-12,22:24:29,8.6,1022,0,99,Fog,Zone 2
